day,site,new_customer,platform,visits,distinct_sessions,orders,gross_sales,bounces,add_to_cart,product_page_views,search_page_views
11/27/13 0:00,Pinnacle,,BlackBerry,4,3,0,,3,0,2,1
11/27/13 0:00,Acme,,BlackBerry,100,89,0,,49,2,80,169
11/27/13 0:00,Acme,0,Unknown,9,7,1,112,2,3,20,46
11/27/13 0:00,Pinnacle,,iOS,598,514,0,,373,16,671,859
11/27/13 0:00,Sortly,0,Windows,8,6,2,148,3,3,19,12
11/27/13 0:00,Acme,,Linux,1902,1705,0,,1370,26,1833,3415
11/27/13 0:00,Acme,,ChromeOS,352,281,0,,151,12,527,1326
11/27/13 0:00,Acme,,Windows,71129,57969,0,,33379,2281,100789,247931
11/27/13 0:00,Sortly,0,MacOSX,6,4,1,101,3,1,18,17
11/27/13 0:00,Pinnacle,,ChromeOS,3,2,0,,2,0,5,7
11/27/13 0:00,Pinnacle,0,WindowsPhone,0,0,0,,0,0,0,0
11/27/13 0:00,Sortly,,Windows,47,40,0,,30,3,83,30
11/27/13 0:00,Sortly,,WindowsPhone,1,0,0,,1,0,1,0
11/27/13 0:00,Sortly,1,Android,26,15,10,1069,7,14,50,65
11/27/13 0:00,Sortly,0,Unknown,3,2,0,23,0,1,6,9
11/27/13 0:00,Acme,1,ChromeOS,5,2,3,233,1,3,13,21
11/28/13 0:00,Sortly,,MacOSX,24,22,0,,16,2,41,34
11/28/13 0:00,Botly,0,Android,25,23,25,3217,0,25,0,1
11/28/13 0:00,Acme,,Unknown,1061,713,0,,894,1,252,1017
11/28/13 0:00,Sortly,1,Windows,2,1,1,156,0,1,3,1
11/28/13 0:00,Pinnacle,0,Android,4,3,0,15,1,1,10,17
11/28/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,0
11/28/13 0:00,Sortly,0,Unknown,3,2,0,4,1,1,8,13
11/28/13 0:00,Pinnacle,,ChromeOS,3,2,0,,2,0,4,3
11/28/13 0:00,Acme,,Android,7233,6450,0,,2789,153,7582,18149
11/28/13 0:00,Pinnacle,,Unknown,66,27,0,,45,0,7,89
11/28/13 0:00,Acme,,,2,2,0,,2,0,1,2
11/28/13 0:00,Pinnacle,,Windows,705,589,0,,459,17,838,1148
11/28/13 0:00,Pinnacle,0,Linux,0,0,0,,0,0,0,0
11/28/13 0:00,Sortly,0,Android,227,164,14,1616,79,51,497,873
11/28/13 0:00,Sortly,,Linux,17,15,0,,9,1,25,41
11/28/13 0:00,Acme,1,Linux,14,10,11,1173,2,11,53,65
11/28/13 0:00,Acme,1,ChromeOS,5,3,3,269,1,4,17,31
11/28/13 0:00,Acme,0,MacOSX,6228,4309,678,120283,1758,1287,19516,40936
11/28/13 0:00,Widgetry,1,iOS,14,13,14,1574,0,14,394,325
11/28/13 0:00,Botly,,Android,490,409,0,,250,70,62,237
11/28/13 0:00,Acme,1,BlackBerry,0,0,0,32,0,0,0,1
11/28/13 0:00,Acme,,Linux,1794,1590,0,,1186,26,1930,3851
11/28/13 0:00,Sortly,,Android,2984,2276,0,,1567,83,3938,7894
11/28/13 0:00,Tabular,1,iOS,12,11,12,1856,0,12,84,102
11/28/13 0:00,Pinnacle,1,Android,1,0,0,65,0,0,3,3
11/28/13 0:00,Acme,0,Unknown,8,5,1,95,2,2,18,50
11/28/13 0:00,Sortly,,,0,0,0,,0,0,1,0
11/28/13 0:00,Acme,,iOS,33032,28058,0,,10708,1203,44953,100664
11/28/13 0:00,Acme,0,iOS,4314,3280,506,82932,947,1023,12362,25014
11/28/13 0:00,Sortly,0,iOS,831,662,69,10150,267,180,1453,1901
11/28/13 0:00,Acme,0,Windows,7089,4971,1022,151911,1292,1937,23724,51011
11/28/13 0:00,Acme,1,MacOSX,280,177,179,23414,40,197,1032,1851
11/28/13 0:00,Sortly,1,Unknown,1,0,0,11,0,0,1,3
11/28/13 0:00,Sortly,0,MacOSX,3,3,1,59,1,1,6,4
11/28/13 0:00,Pinnacle,0,MacOSX,77,59,5,1724,39,12,141,239
11/28/13 0:00,Pinnacle,,iOS,644,548,0,,411,17,710,868
11/28/13 0:00,Acme,,ChromeOS,392,309,0,,153,15,561,1523
11/28/13 0:00,Acme,1,WindowsPhone,1,0,1,41,0,1,5,3
11/28/13 0:00,Pinnacle,,WindowsPhone,2,1,0,,2,0,2,2
11/28/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0
11/28/13 0:00,Pinnacle,,Android,125,104,0,,80,3,147,212
11/28/13 0:00,Tabular,0,iOS,128,123,128,22155,0,128,1171,1556
11/28/13 0:00,Acme,,MacOSX,23708,17942,0,,9977,1082,39263,95460
11/28/13 0:00,Pinnacle,1,iOS,5,3,2,737,1,3,12,24
11/28/13 0:00,Sortly,,Unknown,52,47,0,,26,2,70,142
11/28/13 0:00,Botly,1,Android,7,7,7,1062,0,7,0,0
11/28/13 0:00,Sortly,,WindowsPhone,1,0,0,,1,0,1,0
11/28/13 0:00,Pinnacle,1,MacOSX,4,2,2,442,1,2,3,7
11/28/13 0:00,Widgetry,0,iOS,137,130,137,20519,0,137,3573,2699
11/28/13 0:00,Pinnacle,,BlackBerry,2,1,0,,1,0,1,3
11/28/13 0:00,Acme,0,ChromeOS,46,32,6,690,7,11,144,303
11/28/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0
11/28/13 0:00,Sortly,,Windows,44,38,0,,29,3,73,30
11/28/13 0:00,Acme,0,BlackBerry,5,5,0,17,2,1,7,19
11/28/13 0:00,Sortly,,BlackBerry,2,1,0,,1,0,2,3
11/28/13 0:00,Acme,1,Android,30,22,21,2214,3,24,102,175
11/28/13 0:00,Acme,0,Android,448,352,31,4113,100,86,1120,2669
11/28/13 0:00,Pinnacle,0,iOS,58,46,4,1113,26,11,118,182
11/28/13 0:00,Pinnacle,0,Windows,66,49,5,2013,23,13,130,198
11/28/13 0:00,Acme,1,Unknown,1,0,0,8,0,0,8,6
11/28/13 0:00,Sortly,1,Linux,0,0,0,,0,0,0,0
11/28/13 0:00,Acme,0,Linux,93,66,10,1335,21,22,310,686
11/28/13 0:00,Acme,,Windows,58113,47130,0,,26188,1921,81968,208047
11/28/13 0:00,Pinnacle,,Linux,13,10,0,,9,0,13,15
11/28/13 0:00,Acme,,BlackBerry,110,97,0,,52,3,98,217
11/28/13 0:00,Pinnacle,1,Windows,9,6,4,980,2,5,15,19
11/28/13 0:00,Sortly,1,MacOSX,1,0,1,69,0,1,2,1
11/28/13 0:00,Widgetry,,iOS,5280,4140,0,,74,438,62826,78896
11/28/13 0:00,Sortly,,iOS,8998,7462,0,,4574,320,11237,17617
11/28/13 0:00,Acme,,WindowsPhone,231,201,0,,90,3,284,784
11/28/13 0:00,Acme,0,WindowsPhone,19,14,1,112,2,3,40,124
11/28/13 0:00,Sortly,0,Windows,7,5,3,237,2,3,11,13
11/28/13 0:00,Sortly,1,iOS,71,47,31,3719,20,37,138,149
11/28/13 0:00,Pinnacle,,MacOSX,411,338,0,,266,13,549,725
11/28/13 0:00,Sortly,0,Linux,1,1,0,,0,0,3,9
11/28/13 0:00,Acme,1,iOS,269,178,175,21595,37,198,943,1444
11/28/13 0:00,Tabular,,iOS,3212,2634,0,,68,347,15463,25147
11/28/13 0:00,Acme,1,Windows,808,516,524,54465,117,578,2515,4524
11/28/13 0:00,Sortly,1,Android,30,18,11,951,7,16,64,104
11/29/13 0:00,Pinnacle,0,Linux,1,0,0,21,0,0,1,2
11/29/13 0:00,Sortly,1,iOS,163,110,74,8522,44,91,244,319
11/29/13 0:00,Pinnacle,,Unknown,68,41,0,,56,0,13,70
11/29/13 0:00,Acme,0,BlackBerry,10,7,0,101,3,2,12,27
11/29/13 0:00,Acme,0,WindowsPhone,31,23,2,278,6,6,82,210
11/29/13 0:00,Acme,1,WindowsPhone,2,1,1,118,0,1,7,8
11/29/13 0:00,Sortly,,BlackBerry,2,1,0,,1,0,3,4
11/29/13 0:00,Sortly,0,Linux,3,2,0,12,1,1,15,28
11/29/13 0:00,Acme,0,Linux,174,118,21,2552,38,44,565,1239
11/29/13 0:00,Acme,,Linux,2407,2058,0,,1398,52,3038,6821
11/29/13 0:00,Sortly,1,Android,63,40,23,2270,15,35,101,170
11/29/13 0:00,Acme,,BlackBerry,197,171,0,,107,2,144,368
11/29/13 0:00,Pinnacle,,ChromeOS,5,4,0,,3,0,7,13
11/29/13 0:00,Pinnacle,0,WindowsPhone,0,0,0,,0,0,0,0
11/29/13 0:00,Pinnacle,0,Android,10,8,1,159,5,2,15,29
11/29/13 0:00,Widgetry,,iOS,7132,5523,0,,122,624,82798,109675
11/29/13 0:00,Sortly,0,Unknown,5,4,1,112,2,2,14,23
11/29/13 0:00,Pinnacle,,WindowsPhone,2,2,0,,2,0,2,2
11/29/13 0:00,Pinnacle,,BlackBerry,3,2,0,,3,0,3,3
11/29/13 0:00,Pinnacle,1,Android,1,0,1,121,1,1,1,1
11/29/13 0:00,Acme,0,ChromeOS,94,64,14,1858,19,23,343,707
11/29/13 0:00,Acme,0,Unknown,13,10,1,160,2,2,31,78
11/29/13 0:00,Pinnacle,0,MacOSX,134,104,10,2852,60,23,270,437
11/29/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,3,2
11/29/13 0:00,Sortly,1,Windows,5,3,2,216,1,3,8,10
11/29/13 0:00,Pinnacle,,Windows,1077,902,0,,663,32,1242,1811
11/29/13 0:00,Pinnacle,,Linux,15,13,0,,10,1,15,14
11/29/13 0:00,Acme,,Android,11244,10013,0,,4264,260,11467,28303
11/29/13 0:00,Tabular,,iOS,4300,3465,0,,92,515,21091,34500
11/29/13 0:00,Acme,,ChromeOS,621,476,0,5,230,26,978,2586
11/29/13 0:00,Sortly,1,WindowsPhone,0,0,0,9,0,0,1,4
11/29/13 0:00,Sortly,0,iOS,1556,1204,146,19024,499,321,2525,3713
11/29/13 0:00,Sortly,,Android,4951,3715,0,,2535,150,6195,13760
11/29/13 0:00,Widgetry,1,iOS,24,24,24,2589,0,24,590,514
11/29/13 0:00,Pinnacle,1,Windows,17,10,8,1705,3,9,38,41
11/29/13 0:00,Acme,1,Unknown,1,1,1,106,0,1,1,1
11/29/13 0:00,Acme,0,Android,980,706,62,8057,234,168,2337,5943
11/29/13 0:00,Tabular,1,iOS,20,19,20,3211,0,20,151,194
11/29/13 0:00,Acme,1,iOS,538,354,343,41720,73,386,1941,3112
11/29/13 0:00,Pinnacle,,MacOSX,656,535,0,,428,26,819,1068
11/29/13 0:00,Sortly,1,Unknown,1,0,1,64,0,1,2,7
11/29/13 0:00,Pinnacle,0,Windows,127,92,14,4173,47,30,295,463
11/29/13 0:00,Acme,1,Android,54,40,38,3800,4,44,179,345
11/29/13 0:00,Sortly,,Linux,20,18,0,,9,1,38,85
11/29/13 0:00,Acme,,MacOSX,40129,29613,0,5,16161,2066,68866,170407
11/29/13 0:00,Sortly,0,MacOSX,7,6,2,252,3,3,19,16
11/29/13 0:00,Acme,0,Windows,16100,11007,2586,392703,2774,4485,54150,122269
11/29/13 0:00,Sortly,1,Linux,0,0,0,10,0,0,0,0
11/29/13 0:00,Botly,1,Android,12,11,12,1192,0,12,0,0
11/29/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0
11/29/13 0:00,Acme,1,BlackBerry,0,0,0,,0,0,0,0
11/29/13 0:00,Sortly,1,ChromeOS,0,0,0,13,0,0,0,0
11/29/13 0:00,Pinnacle,1,iOS,10,6,4,1207,3,5,18,23
11/29/13 0:00,Pinnacle,1,WindowsPhone,0,0,0,28,0,0,0,0
11/29/13 0:00,Tabular,0,iOS,227,216,227,41829,0,227,2144,2916
11/29/13 0:00,Acme,1,MacOSX,680,425,429,52680,103,469,2567,4700
11/29/13 0:00,Sortly,1,MacOSX,2,1,1,108,0,1,3,2
11/29/13 0:00,Acme,,WindowsPhone,389,333,0,,164,8,426,1166
11/29/13 0:00,Acme,0,MacOSX,12749,8472,1649,286917,3229,2872,40594,87767
11/29/13 0:00,Sortly,0,Windows,9,7,3,292,2,5,27,12
11/29/13 0:00,Acme,1,Linux,21,14,14,1050,3,16,63,115
11/29/13 0:00,Pinnacle,1,ChromeOS,0,0,0,24,0,0,0,0
11/29/13 0:00,Acme,,,7,6,0,,7,0,2,2
11/29/13 0:00,Acme,1,ChromeOS,13,7,8,648,2,9,34,62
11/29/13 0:00,Sortly,,iOS,15470,12512,0,,7724,587,18714,31723
11/29/13 0:00,Pinnacle,,,0,0,0,,0,0,0,0
11/29/13 0:00,Acme,0,iOS,9032,6507,1065,171592,2057,2052,24710,52080
11/29/13 0:00,Sortly,,WindowsPhone,1,0,0,,1,0,2,0
11/29/13 0:00,Botly,0,Android,46,45,46,5627,1,46,2,2
11/29/13 0:00,Widgetry,0,iOS,211,201,211,33335,0,211,5604,4406
11/29/13 0:00,Sortly,,ChromeOS,1,0,0,,1,0,1,0
11/29/13 0:00,Acme,,Windows,95193,75949,0,,40273,3680,135926,364774
11/29/13 0:00,Pinnacle,,iOS,991,851,0,,602,30,1122,1474
11/29/13 0:00,Sortly,,Unknown,92,85,0,,55,2,85,180
11/29/13 0:00,Sortly,,Windows,60,55,0,,35,4,112,46
11/29/13 0:00,Pinnacle,,Android,181,149,0,,119,5,176,263
11/29/13 0:00,Botly,,Android,590,490,0,,300,102,93,265
11/29/13 0:00,Sortly,,MacOSX,34,31,0,,23,2,48,27
11/29/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0
11/29/13 0:00,Acme,1,Windows,1766,1105,1126,121303,263,1250,5911,10835
11/29/13 0:00,Sortly,0,Android,422,293,28,3849,142,91,826,1476
11/29/13 0:00,Acme,,iOS,53578,45027,0,,17664,2097,70841,161142
11/29/13 0:00,Pinnacle,0,iOS,101,79,9,3262,41,23,216,339
11/29/13 0:00,Pinnacle,1,MacOSX,16,8,7,1894,3,9,43,55
11/29/13 0:00,Acme,,Unknown,1131,738,0,,930,3,260,1190
11/30/13 0:00,Acme,0,iOS,4871,3576,714,115255,1108,1350,15925,30147
11/30/13 0:00,Pinnacle,1,MacOSX,8,4,4,730,2,5,20,32
11/30/13 0:00,Acme,0,ChromeOS,62,44,10,1620,15,18,210,418
11/30/13 0:00,Pinnacle,,Windows,869,736,0,,536,26,1005,1501
11/30/13 0:00,Pinnacle,0,WindowsPhone,0,0,0,,0,0,0,0
11/30/13 0:00,Acme,,Unknown,1018,577,0,,823,2,198,1119
11/30/13 0:00,Acme,1,Linux,16,10,10,805,3,11,48,74
11/30/13 0:00,Widgetry,,iOS,5643,4406,0,,102,546,76499,94462
11/30/13 0:00,Sortly,,BlackBerry,2,1,0,,1,0,2,2
11/30/13 0:00,Sortly,0,Linux,3,2,0,5,1,1,5,10
11/30/13 0:00,Pinnacle,1,Android,1,0,0,85,0,1,1,0
11/30/13 0:00,Acme,0,MacOSX,8848,5968,1143,202062,2473,1992,29225,59237
11/30/13 0:00,Sortly,1,Unknown,0,0,0,11,0,0,0,0
11/30/13 0:00,Pinnacle,,WindowsPhone,4,3,0,,2,0,4,5
11/30/13 0:00,Sortly,,iOS,10311,8490,0,,5322,405,13658,20614
11/30/13 0:00,Acme,1,Unknown,1,1,1,31,0,1,0,0
11/30/13 0:00,Pinnacle,,iOS,1009,867,0,,604,32,1212,1703
11/30/13 0:00,Acme,1,MacOSX,467,289,291,36049,76,320,1698,2966
11/30/13 0:00,Acme,0,BlackBerry,6,4,0,35,1,1,8,12
11/30/13 0:00,Pinnacle,,BlackBerry,3,3,0,,2,0,3,7
11/30/13 0:00,Acme,1,Windows,1164,735,752,78469,176,833,3754,6849
11/30/13 0:00,Acme,1,Android,39,28,26,2570,6,30,158,256
11/30/13 0:00,Widgetry,1,iOS,14,14,14,1919,0,14,316,279
11/30/13 0:00,Tabular,0,iOS,190,182,190,34331,0,190,1912,2544
11/30/13 0:00,Sortly,1,Windows,3,2,2,219,0,2,7,2
11/30/13 0:00,Pinnacle,,Unknown,59,31,0,,48,0,12,61
11/30/13 0:00,Sortly,0,WindowsPhone,0,0,0,,0,0,0,0
11/30/13 0:00,Pinnacle,,Android,200,165,0,,130,6,220,299
11/30/13 0:00,Sortly,,Windows,52,47,0,,34,3,114,45
11/30/13 0:00,Pinnacle,,Linux,17,12,0,,11,0,17,29
11/30/13 0:00,Acme,,BlackBerry,123,106,0,,65,3,108,226
11/30/13 0:00,Pinnacle,0,ChromeOS,1,0,0,61,0,0,13,19
11/30/13 0:00,Acme,0,Linux,111,78,15,1972,26,32,403,867
11/30/13 0:00,Pinnacle,1,iOS,9,5,4,815,2,5,17,25
11/30/13 0:00,Acme,,Linux,2066,1789,0,,1281,42,2495,5232
11/30/13 0:00,Acme,0,Windows,9481,6557,1654,248202,1730,2825,34935,72046
11/30/13 0:00,Botly,0,Android,34,33,34,4528,0,34,0,0
11/30/13 0:00,Pinnacle,0,MacOSX,114,90,8,3108,52,19,273,447
11/30/13 0:00,Tabular,,iOS,3575,2898,0,,72,464,19766,31816
11/30/13 0:00,Acme,,iOS,38919,32844,0,,12581,1565,57142,123261
11/30/13 0:00,Pinnacle,,ChromeOS,4,3,0,,3,0,4,6
11/30/13 0:00,Pinnacle,0,Linux,0,0,0,15,0,0,1,2
11/30/13 0:00,Sortly,1,Android,41,25,14,1619,9,23,72,125
11/30/13 0:00,Sortly,,Linux,18,16,0,,10,1,35,69
11/30/13 0:00,Sortly,0,Android,271,196,18,2178,97,64,537,877
11/30/13 0:00,Botly,,Android,546,455,0,,279,86,127,255
11/30/13 0:00,Sortly,0,iOS,1083,847,107,14591,336,256,2068,2572
11/30/13 0:00,Acme,1,iOS,384,256,249,29122,52,281,1370,2154
11/30/13 0:00,Sortly,,ChromeOS,1,0,0,,1,0,1,0
11/30/13 0:00,Acme,1,ChromeOS,5,3,3,242,1,3,15,23
11/30/13 0:00,Acme,,Windows,70286,57006,0,,32374,2506,102895,260686
11/30/13 0:00,Pinnacle,0,iOS,89,68,6,2275,36,19,175,281
11/30/13 0:00,Sortly,0,MacOSX,8,6,2,246,3,3,14,8
11/30/13 0:00,Sortly,1,Linux,0,0,0,10,0,0,3,10
11/30/13 0:00,Botly,1,Android,10,9,10,1175,0,10,0,0
11/30/13 0:00,Acme,0,Android,456,337,36,4592,119,99,1268,2705
11/30/13 0:00,Acme,1,BlackBerry,0,0,0,6,0,0,0,1
11/30/13 0:00,Acme,1,WindowsPhone,1,0,0,169,0,0,3,5
11/30/13 0:00,Pinnacle,0,Android,11,6,1,217,5,4,42,56
11/30/13 0:00,Pinnacle,0,Unknown,0,0,0,,0,0,0,0
11/30/13 0:00,Sortly,0,Unknown,5,3,1,78,1,1,8,19
11/30/13 0:00,Acme,,ChromeOS,476,373,0,,191,18,758,1966
11/30/13 0:00,Sortly,1,MacOSX,2,1,1,109,0,1,2,1
11/30/13 0:00,Sortly,1,BlackBerry,0,0,0,16,0,0,0,0
11/30/13 0:00,Sortly,,WindowsPhone,2,1,0,,1,0,6,0
11/30/13 0:00,Acme,,Android,8538,7596,0,,3236,194,9338,22391
11/30/13 0:00,Pinnacle,1,Windows,17,9,7,2270,3,10,47,85
11/30/13 0:00,Acme,,,7,7,0,10,7,0,2,3
11/30/13 0:00,Widgetry,0,iOS,184,175,184,28429,0,184,5021,3862
11/30/13 0:00,Tabular,1,iOS,14,14,14,2060,0,14,119,170
11/30/13 0:00,Pinnacle,0,Windows,103,74,10,3101,39,24,219,351
11/30/13 0:00,Pinnacle,,MacOSX,582,464,0,,371,24,785,1108
11/30/13 0:00,Acme,,WindowsPhone,249,216,0,,106,6,319,783
11/30/13 0:00,Acme,0,Unknown,8,6,1,40,2,2,24,38
11/30/13 0:00,Sortly,0,Windows,8,7,2,221,2,4,25,23
11/30/13 0:00,Sortly,,Android,3506,2672,0,,1911,113,4656,9277
11/30/13 0:00,Acme,0,WindowsPhone,19,13,2,224,3,4,53,119
11/30/13 0:00,Sortly,1,iOS,101,66,44,5178,27,56,171,211
11/30/13 0:00,Acme,,MacOSX,29934,22361,0,,12901,1490,53835,125467
11/30/13 0:00,Sortly,,MacOSX,33,30,0,,24,1,42,22
11/30/13 0:00,Pinnacle,1,Linux,0,0,0,30,0,0,0,0
11/30/13 0:00,Sortly,,Unknown,58,53,0,,30,3,83,168
12/1/13 0:00,Sortly,,Unknown,61,54,0,,31,2,87,185
12/1/13 0:00,Pinnacle,0,iOS,90,69,7,1670,37,18,178,267
12/1/13 0:00,Pinnacle,,Android,165,140,0,,112,3,187,271
12/1/13 0:00,Acme,1,Android,39,29,28,2695,4,31,147,253
12/1/13 0:00,Sortly,0,iOS,1138,915,104,14193,346,253,2099,2859
12/1/13 0:00,Acme,,BlackBerry,125,111,0,,65,2,115,283
12/1/13 0:00,Sortly,1,Android,39,25,14,1408,9,23,61,112
12/1/13 0:00,Acme,,MacOSX,37467,27666,0,22,16207,1887,65751,155603
12/1/13 0:00,Pinnacle,0,MacOSX,140,108,10,3012,67,22,270,462
12/1/13 0:00,Sortly,0,Android,275,203,16,2139,91,60,513,897
12/1/13 0:00,Widgetry,1,iOS,17,16,17,1713,0,17,350,322
12/1/13 0:00,Pinnacle,,iOS,958,795,0,,610,30,1156,1438
12/1/13 0:00,Sortly,,Linux,24,22,0,,15,1,39,80
12/1/13 0:00,Botly,1,Android,11,10,11,1538,0,11,0,0
12/1/13 0:00,Sortly,0,Linux,3,2,0,19,1,1,11,26
12/1/13 0:00,Acme,1,iOS,429,285,281,33097,60,312,1551,2450
12/1/13 0:00,Acme,0,Windows,11344,7890,1990,301974,2061,3368,41224,86070
12/1/13 0:00,Acme,1,BlackBerry,0,0,0,11,0,0,1,1
12/1/13 0:00,Sortly,,,0,0,0,,0,0,0,0
12/1/13 0:00,Acme,,,6,6,0,27,6,0,3,1
12/1/13 0:00,Pinnacle,,ChromeOS,5,3,0,,3,0,7,6
12/1/13 0:00,Acme,0,WindowsPhone,19,13,2,244,3,4,42,112
12/1/13 0:00,Sortly,,BlackBerry,1,0,0,,1,0,1,1
12/1/13 0:00,Pinnacle,,Windows,912,751,0,,591,26,1099,1487
12/1/13 0:00,Acme,,Linux,2201,1893,0,,1318,49,2754,6049
12/1/13 0:00,Pinnacle,,BlackBerry,3,2,0,,2,0,2,5
12/1/13 0:00,Pinnacle,0,Unknown,0,0,0,,0,0,0,0
12/1/13 0:00,Sortly,1,MacOSX,3,1,2,146,1,2,3,2
12/1/13 0:00,Acme,0,MacOSX,11546,7724,1549,273479,3271,2657,38339,79166
12/1/13 0:00,Botly,,Android,561,467,0,,282,97,131,291
12/1/13 0:00,Widgetry,,iOS,6056,4733,0,,109,589,83387,103040
12/1/13 0:00,Acme,0,Linux,119,85,17,2009,25,35,447,881
12/1/13 0:00,Acme,,ChromeOS,551,427,0,,213,22,889,2258
12/1/13 0:00,Tabular,,iOS,4116,3310,0,,80,540,22720,36619
12/1/13 0:00,Sortly,,WindowsPhone,2,1,0,,1,0,3,1
12/1/13 0:00,Acme,1,ChromeOS,7,4,4,389,1,5,19,31
12/1/13 0:00,Sortly,,iOS,11538,9530,0,,5722,470,15794,24759
12/1/13 0:00,Acme,,WindowsPhone,252,224,0,,107,5,309,852
12/1/13 0:00,Sortly,0,Windows,9,8,2,261,3,4,28,22
12/1/13 0:00,Acme,1,MacOSX,560,353,355,44120,90,388,2158,3877
12/1/13 0:00,Pinnacle,,Unknown,51,25,0,,40,0,10,65
12/1/13 0:00,Pinnacle,0,Android,9,6,0,185,4,2,9,12
12/1/13 0:00,Pinnacle,,Linux,19,15,0,,14,1,22,22
12/1/13 0:00,Pinnacle,0,ChromeOS,1,0,0,,0,0,1,1
12/1/13 0:00,Acme,,iOS,43742,36613,0,,13941,1843,64951,142462
12/1/13 0:00,Acme,0,Android,535,407,40,5188,119,111,1558,3657
12/1/13 0:00,Sortly,0,Unknown,3,2,0,15,1,1,8,15
12/1/13 0:00,Acme,,Unknown,1054,595,0,,841,1,215,1219
12/1/13 0:00,Acme,,Android,9203,8174,0,,3477,218,10378,24877
12/1/13 0:00,Acme,0,Unknown,8,7,1,41,2,2,22,49
12/1/13 0:00,Widgetry,0,iOS,209,200,209,31680,0,209,5974,4467
12/1/13 0:00,Pinnacle,,WindowsPhone,4,2,0,,3,0,4,3
12/1/13 0:00,Acme,1,Unknown,1,0,1,15,0,1,1,1
12/1/13 0:00,Pinnacle,,MacOSX,627,508,0,,414,24,809,1068
12/1/13 0:00,Sortly,,Windows,62,57,0,,39,6,111,39
12/1/13 0:00,Sortly,1,Linux,0,0,0,12,0,0,0,0
12/1/13 0:00,Sortly,1,iOS,105,69,44,4715,32,54,180,202
12/1/13 0:00,Sortly,0,MacOSX,10,8,2,279,5,3,27,24
12/1/13 0:00,Acme,1,Linux,17,12,12,1153,2,13,59,82
12/1/13 0:00,Tabular,1,iOS,18,17,18,2540,0,18,154,211
12/1/13 0:00,Acme,0,BlackBerry,7,4,0,,1,1,13,32
12/1/13 0:00,Pinnacle,0,Linux,0,0,0,13,0,0,1,1
12/1/13 0:00,Botly,0,Android,34,32,34,4381,0,34,0,0
12/1/13 0:00,Acme,1,Windows,1360,859,877,92864,207,969,4392,7953
12/1/13 0:00,Pinnacle,1,MacOSX,12,6,5,1737,4,7,46,58
12/1/13 0:00,Pinnacle,0,Windows,96,75,8,2452,40,22,229,373
12/1/13 0:00,Sortly,,ChromeOS,1,0,0,,1,0,1,0
12/1/13 0:00,Acme,0,iOS,6039,4461,876,138472,1315,1638,19484,38886
12/1/13 0:00,Pinnacle,1,ChromeOS,0,0,0,13,0,0,0,0
12/1/13 0:00,Sortly,1,Windows,3,2,2,177,0,2,6,3
12/1/13 0:00,Tabular,0,iOS,243,230,243,46253,0,243,2512,3421
12/1/13 0:00,Pinnacle,1,iOS,10,5,4,1074,3,5,18,25
12/1/13 0:00,Acme,,Windows,77825,62217,0,,34673,2958,114975,293501
12/1/13 0:00,Acme,1,WindowsPhone,1,0,1,60,0,1,5,10
12/1/13 0:00,Sortly,1,Unknown,0,0,0,,0,0,0,0
12/1/13 0:00,Sortly,,MacOSX,44,41,0,,31,3,73,41
12/1/13 0:00,Pinnacle,1,Windows,11,7,5,1306,2,6,27,44
12/1/13 0:00,Acme,0,ChromeOS,76,53,11,1506,15,20,284,582
12/1/13 0:00,Pinnacle,1,Android,1,0,0,10,0,0,1,1
12/1/13 0:00,Sortly,,Android,3705,2849,0,,1927,114,5101,10510
12/2/13 0:00,Pinnacle,0,Windows,169,132,17,4606,66,36,334,535
12/2/13 0:00,Pinnacle,0,Linux,1,0,0,46,0,0,6,10
12/2/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,1
12/2/13 0:00,Tabular,0,iOS,268,255,268,46451,0,268,2292,3076
12/2/13 0:00,Acme,0,ChromeOS,106,69,18,2398,22,29,347,655
12/2/13 0:00,Acme,,MacOSX,53601,39288,0,,22029,2920,84364,211186
12/2/13 0:00,Sortly,0,WindowsPhone,0,0,0,,0,0,0,0
12/2/13 0:00,Pinnacle,,Windows,1367,1111,0,,853,37,1637,2084
12/2/13 0:00,Botly,1,Android,17,16,17,1929,0,17,3,0
12/2/13 0:00,Sortly,,iOS,15237,12381,0,,7447,694,18504,31733
12/2/13 0:00,Acme,1,Android,78,58,53,5186,8,62,312,551
12/2/13 0:00,Acme,0,Android,860,622,67,8527,216,163,2037,4850
12/2/13 0:00,Pinnacle,,iOS,830,703,0,,512,28,971,1267
12/2/13 0:00,Sortly,,MacOSX,56,50,0,,36,4,91,52
12/2/13 0:00,Sortly,,ChromeOS,1,0,0,,0,0,4,3
12/2/13 0:00,Sortly,1,ChromeOS,0,0,0,17,0,0,0,0
12/2/13 0:00,Acme,1,iOS,764,509,494,56493,113,555,2527,3815
12/2/13 0:00,Acme,0,Windows,26347,17949,4916,707642,4607,7924,78519,175488
